application_id;pd;initinal_payment;delay
2227;0.031;0.142;0
2228;0.045;0.375;0
2229;0.041;0.327;0
2230;0.032;0.367;0
2231;0.076;0.216;0
2232;0.077;0.334;0
2233;0.06;0.344;0
2234;0.083;0.403;0
2235;0.016;0.249;0
2236;0.053;0.349;0
2237;0.057;0.237;0
2238;0.013;0.428;0
2239;0.043;0.27;0
2240;0.029;0.27;0
2241;0.054;0.287;0
2242;0.038;0.312;0
2243;0.022;0.311;0
2244;0.086;0.281;0
2245;0.068;0.358;0
2246;0.016;0.359;0
2247;0.063;0.278;0
2248;0.021;0.363;0
2249;0.044;0.346;0
2250;0.018;0.339;0
2251;0.06;0.22;0
2252;0.046;0.277;0
2253;0.031;0.322;0
2254;0.046;0.327;0
2255;0.035;0.371;0
2256;0.068;0.247;0
2257;0.063;0.284;0
2258;0.044;0.34;0
2259;0.02;0.336;0
2260;0.022;0.339;0
2261;0.116;0.18;0
2262;0.063;0.195;0
2263;0.101;0.142;0
2264;0.045;0.282;1
2265;0.089;0.156;0
2266;0.021;0.286;0
2267;0.036;0.262;0
2268;0.031;0.322;0
2269;0.039;0.451;0
2270;0.146;0.118;0
2271;0.06;0.306;0
2272;0.047;0.287;0
2273;0.069;0.211;0
2274;0.055;0.408;0
2275;0.043;0.238;0
2276;0.06;0.434;0
2277;0.035;0.25;0
2278;0.028;0.303;1
2279;0.069;0.245;0
2280;0.056;0.177;0
2281;0.039;0.286;0
2282;0.017;0.229;0
2283;0.061;0.199;0
2284;0.024;0.333;0
2285;0.065;0.302;0
2286;0.073;0.189;0
2287;0.021;0.413;0
2288;0.05;0.128;0
2289;0.024;0.392;0
2290;0.076;0.236;0
2291;0.019;0.33;0
2292;0.048;0.208;0
2293;0.055;0.251;0
2294;0.051;0.173;0
2295;0.03;0.372;0
2296;0.057;0.182;0
2297;0.016;0.35;0
2298;0.028;0.162;0
2299;0.024;0.386;0
2300;0.063;0.293;0
2301;0.061;0.219;0
2302;0.088;0.234;0
2303;0.04;0.345;0
2304;0.013;0.416;0
2305;0.035;0.25;0
2306;0.048;0.183;1
2307;0.022;0.39;0
2308;0.033;0.366;0
2309;0.078;0.221;0
2310;0.028;0.303;0
2311;0.066;0.321;0
2312;0.088;0.245;0
2313;0.046;0.248;0
2314;0.039;0.293;0
2315;0.038;0.338;1
2316;0.071;0.337;0
2317;0.037;0.243;0
2318;0.053;0.333;0
2319;0.061;0.356;0
2320;0.057;0.388;0
2321;0.035;0.215;0
2322;0.043;0.281;0
2323;0.044;0.378;0
2324;0.043;0.295;0
2325;0.021;0.385;0
2326;0.039;0.226;0
2327;0.078;0.181;0
2328;0.061;0.161;0
2329;0.047;0.254;0
2330;0.072;0.346;0
2331;0.04;0.239;0
2332;0.036;0.33;0
2333;0.027;0.377;0
2334;0.05;0.3;0
2335;0.022;0.262;0
2336;0.029;0.361;0
2337;0.051;0.177;0
2338;0.041;0.309;0
2339;0.104;0.375;0
2340;0.054;0.338;0
2341;0.037;0.334;0
2342;0.095;0.294;0
2343;0.055;0.271;0
2344;0.024;0.339;0
2345;0.086;0.303;0
2346;0.041;0.324;0
2347;0.088;0.28;0
2348;0.079;0.337;0
2349;0.047;0.4;0
2350;0.017;0.272;0
2351;0.089;0.126;0
2352;0.034;0.208;0
2353;0.033;0.173;0
2354;0.032;0.208;0
2355;0.041;0.134;0
2356;0.055;0.208;0
2357;0.065;0.217;0
2358;0.032;0.338;0
2359;0.055;0.246;0
2360;0.083;0.284;0
2361;0.056;0.197;0
2362;0.112;0.447;0
2363;0.037;0.324;0
2364;0.03;0.361;0
2365;0.032;0.274;0
2366;0.03;0.353;0
2367;0.021;0.436;0
2368;0.137;0.189;0
2369;0.075;0.311;0
2370;0.058;0.404;0
2371;0.102;0.317;1
2372;0.032;0.14;0
2373;0.079;0.255;0
2374;0.054;0.36;0
2375;0.019;0.211;0
2376;0.03;0.44;0
2377;0.057;0.238;0
2378;0.064;0.271;0
2379;0.059;0.076;0
2380;0.061;0.136;0
2381;0.057;0.283;0
2382;0.021;0.354;0
2383;0.063;0.362;0
2384;0.03;0.283;0
2385;0.028;0.323;0
2386;0.038;0.355;0
2387;0.045;0.24;1
2388;0.056;0.182;0
2389;0.067;0.317;0
2390;0.049;0.32;0
2391;0.059;0.358;0
2392;0.061;0.167;0
2393;0.173;0.381;0
2394;0.062;0.175;0
2395;0.054;0.294;0
2396;0.072;0.251;0
2397;0.111;0.175;0
2398;0.068;0.38;0
2399;0.061;0.233;0
2400;0.034;0.101;0
2401;0.051;0.349;0
2402;0.045;0.378;0
2403;0.088;0.259;1
2404;0.035;0.27;0
2405;0.016;0.366;0
2406;0.063;0.385;0
2407;0.037;0.26;0
2408;0.104;0.211;0
2409;0.023;0.295;0
2410;0.049;0.355;0
2411;0.065;0.417;0
2412;0.047;0.29;0
2413;0.041;0.207;0
2414;0.038;0.203;0
2415;0.014;0.36;0
2416;0.059;0.249;0
2417;0.059;0.326;0
2418;0.054;0.268;0
2419;0.039;0.258;0
2420;0.027;0.351;0
2421;0.059;0.166;0
2422;0.031;0.36;0
2423;0.031;0.428;0
2424;0.04;0.342;0
2425;0.046;0.423;0
2426;0.037;0.283;0
2427;0.032;0.189;0
2428;0.038;0.307;0
2429;0.023;0.325;0
2430;0.034;0.267;0
2431;0.027;0.299;0
2432;0.053;0.368;0
2433;0.076;0.186;0
2434;0.037;0.321;0
2435;0.046;0.277;0
2436;0.07;0.266;0
2437;0.035;0.229;0
2438;0.067;0.248;0
2439;0.044;0.3;0
2440;0.051;0.226;0
2441;0.053;0.307;0
2442;0.097;0.173;0
2443;0.078;0.28;0
2444;0.036;0.387;0
2445;0.036;0.306;0
2446;0.035;0.306;0
2447;0.029;0.254;1
2448;0.041;0.376;0
2449;0.102;0.317;0
2450;0.112;0.1;0
2451;0.04;0.15;0
2452;0.051;0.363;0
2453;0.024;0.38;0
2454;0.05;0.292;0
2455;0.062;0.292;0
2456;0.029;0.287;0
2457;0.064;0.283;0
2458;0.101;0.356;0
2459;0.034;0.394;0
2460;0.079;0.227;0
2461;0.028;0.347;0
2462;0.034;0.27;0
2463;0.049;0.354;0
2464;0.029;0.334;0
2465;0.037;0.308;0
2466;0.027;0.328;0
2467;0.091;0.239;0
2468;0.03;0.382;0
2469;0.084;0.201;0
2470;0.045;0.205;0
2471;0.067;0.245;0
2472;0.032;0.383;0
2473;0.024;0.386;0
2474;0.105;0.196;0
2475;0.112;0.338;0
2476;0.069;0.251;0
2477;0.065;0.246;0
2478;0.031;0.009;0
2479;0.033;0.206;0
2480;0.023;0.329;0
2481;0.031;0.228;0
2482;0.049;0.132;0
2483;0.013;0.367;0
2484;0.101;0.293;0
2485;0.078;0.342;0
2486;0.061;0.342;0
2487;0.017;0.363;0
2488;0.124;0.387;0
2489;0.122;0.152;0
2490;0.047;0.241;0
2491;0.034;0.355;0
2492;0.03;0.233;0
2493;0.048;0.252;0
2494;0.017;0.421;0
2495;0.079;0.225;0
2496;0.074;0.276;0
2497;0.052;0.113;0
2498;0.027;0.227;0
2499;0.042;0.435;0
2500;0.015;0.198;0
2501;0.098;0.323;0
2502;0.075;0.284;0
2503;0.043;0.229;0
2504;0.049;0.367;0
2505;0.026;0.36;0
2506;0.048;0.36;0
2507;0.051;0.303;0
2508;0.035;0.271;0
2509;0.024;0.381;0
2510;0.102;0.329;0
2511;0.031;0.411;0
2512;0.055;0.213;1
2513;0.091;0.2;0
2514;0.024;0.301;0
2515;0.039;0.267;0
2516;0.026;0.399;0
2517;0.115;0.311;0
2518;0.034;0.363;0
2519;0.036;0.424;0
2520;0.139;0.375;0
2521;0.035;0.34;0
2522;0.059;0.175;0
2523;0.048;0.179;0
2524;0.052;0.29;0
2525;0.032;0.236;0
2526;0.042;0.281;0
2527;0.051;0.324;0
2528;0.033;0.312;0
2529;0.029;0.331;0
2530;0.031;0.326;0
2531;0.036;0.359;0
2532;0.097;0.309;0
2533;0.056;0.423;0
2534;0.069;0.199;0
2535;0.153;0.235;1
2536;0.039;0.325;0
2537;0.044;0.45;0
2538;0.033;0.256;0
2539;0.023;0.419;0
2540;0.093;0.257;0
2541;0.05;0.347;0
2542;0.031;0.28;0
2543;0.028;0.294;0
2544;0.039;0.325;0
2545;0.03;0.346;0
2546;0.029;0.328;0
2547;0.033;0.366;0
2548;0.045;0.185;0
2549;0.042;0.145;0
2550;0.05;0.219;0
2551;0;0.327;0
2552;0.03;0.347;0
2553;0.027;0.115;0
2554;0.072;0.142;0
2555;0.122;0.361;0
2556;0.102;0.41;1
2557;0.073;0.315;1
2558;0.091;0.28;0
2559;0.052;0.29;0
2560;0.028;0.196;0
2561;0.056;0.18;0
2562;0.044;0.374;0
2563;0.107;0.187;0
2564;0.041;0.309;0
2565;0.021;0.215;0
2566;0.057;0.358;0
2567;0.025;0.251;0
2568;0.049;0.346;0
2569;0.022;0.421;0
2570;0.03;0.395;0
2571;0.048;0.332;0
2572;0.068;0.287;0
2573;0.06;0.168;0
2574;0.09;0.243;0
2575;0.024;0.317;0
2576;0.032;0.33;0
2577;0.044;0.243;0
2578;0.049;0.251;0
2579;0.052;0.165;0
2580;0.038;0.3;0
2581;0.026;0.382;0
2582;0.074;0.291;0
2583;0.019;0.361;0
2584;0.02;0.298;0
2585;0.034;0.343;0
2586;0.021;0.39;0
2587;0.061;0.18;0
2588;0.091;0.198;0
2589;0.025;0.114;0
2590;0.053;0.23;0
2591;0.02;0.419;0
2592;0.047;0.3;0
2593;0.081;0.247;0
2594;0.039;0.23;0
2595;0.052;0.353;0
2596;0.022;0.375;0
2597;0.058;0.361;0
2598;0.057;0.24;0
2599;0.039;0.381;0
2600;0.085;0.298;0
2601;0.023;0.442;0
2602;0.05;0.383;0
2603;0.018;0.311;0
2604;0.041;0.235;0
2605;0.02;0.296;0
2606;0.04;0.338;0
2607;0.025;0.285;0
2608;0.016;0.23;0
2609;0.107;0.353;0
2610;0.059;0.306;0
2611;0.032;0.092;0
2612;0.115;0.27;0
2613;0.067;0.379;0
2614;0.022;0.353;0
2615;0.031;0.327;0
2616;0.028;0.242;0
2617;0.019;0.409;0
2618;0.03;0.209;0
2619;0.015;0.372;0
2620;0.079;0.22;0
2621;0.032;0.322;0
2622;0.038;0.189;0
2623;0.054;0.271;0
2624;0.04;0.181;0
2625;0.037;0.22;0
2626;0.127;0.296;0
2627;0.052;0.216;0
2628;0.066;0.306;0
2629;0.085;0.268;0
2630;0.052;0.392;0
2631;0.043;0.217;0
2632;0.021;0.36;0
2633;0.041;0.233;0
2634;0.054;0.22;0
2635;0.055;0.24;0
2636;0.038;0.233;0
2637;0.02;0.332;0
2638;0.045;0.281;0
2639;0.067;0.251;0
2640;0.027;0.258;0
2641;0.031;0.33;0
2642;0.016;0.414;0
2643;0.027;0.371;0
2644;0.024;0.203;0
2645;0.038;0.329;0
2646;0.036;0.347;0
2647;0.029;0.33;0
2648;0.089;0.354;0
2649;0.033;0.141;0
2650;0.051;0.246;0
2651;0.021;0.372;0
2652;0.056;0.251;0
2653;0.058;0.199;0
2654;0.067;0.397;0
2655;0.058;0.394;0
2656;0.03;0.134;0
2657;0.113;0.102;0
2658;0.108;0.312;1
2659;0.036;0.202;0
2660;0.044;0.223;0
2661;0.05;0.327;0
2662;0.028;0.197;0
2663;0.079;0.309;0
2664;0.023;0.366;0
2665;0.034;0.213;0
2666;0.033;0.28;0
2667;0.094;0.291;0
2668;0.048;0.372;0
2669;0.055;0.314;0
2670;0.021;0.272;0
2671;0.051;0.347;0
2672;0.074;0.106;0
2673;0.043;0.255;0
2674;0.059;0.224;0
2675;0.134;0.225;0
2676;0.023;0.249;0
2677;0.027;0.362;0
2678;0.079;0.159;0
2679;0.058;0.312;0
2680;0.042;0.285;0
2681;0.062;0.219;0
2682;0.049;0.156;0
2683;0.042;0.152;0
2684;0.03;0.298;0
2685;0.034;0.328;0
2686;0.028;0.254;0
2687;0.044;0.395;0
2688;0.069;0.245;0
2689;0.035;0.309;0
2690;0.038;0.278;0
2691;0.032;0.335;0
2692;0.054;0.221;0
2693;0.037;0.223;0
2694;0.04;0.125;0
2695;0.102;0.06;0
2696;0.03;0.252;0
2697;0.027;0.32;0
2698;0.03;0.254;0
2699;0.027;0.251;0
2700;0.033;0.24;0
2701;0.059;0.185;0
2702;0.021;0.32;0
2703;0.04;0.242;0
2704;0.025;0.278;0
2705;0.033;0.253;0
2706;0.057;0.387;0
2707;0.025;0.331;0
2708;0.021;0.246;0
2709;0.04;0.218;0
2710;0.039;0.323;0
2711;0.026;0.262;0
2712;0.045;0.191;0
2713;0.043;0.238;0
2714;0.05;0.309;0
2715;0.055;0.31;0
2716;0.024;0.236;0
2717;0.102;0.276;0
2718;0.018;0.195;0
2719;0.031;0.248;0
2720;0.048;0.151;0
2721;0.061;0.124;0
2722;0.019;0.338;0
2723;0.047;0.318;0
2724;0.028;0.34;0
2725;0.094;0.324;0
2726;0.096;0.159;0
2727;0.053;0.167;0
2728;0.04;0.347;0
2729;0.22;0.067;0
2730;0.049;0.229;0
2731;0.082;0.202;0
2732;0.03;0.263;0
2733;0.029;0.334;0
2734;0.102;0.338;0
2735;0.069;0.308;0
2736;0.037;0.251;0
2737;0.087;0.156;0
2738;0.055;0.2;0
2739;0.105;0.148;0
2740;0.049;0.353;0
2741;0.051;0.219;0
2742;0.026;0.36;0
2743;0.027;0.386;0
2744;0.045;0.354;0
2745;0.048;0.335;0
2746;0.048;0.216;0
2747;0.044;0.131;0
2748;0.046;0.297;0
2749;0.016;0.317;0
2750;0.056;0.19;0
2751;0.017;0.309;0
2752;0.058;0.352;0
2753;0.092;0.233;0
2754;0.041;0.239;0
2755;0.04;0.328;0
2756;0.051;0.273;0
2757;0.074;0.259;0
2758;0.047;0.356;0
2759;0.086;0.272;0
2760;0.019;0.323;0
2761;0.058;0.393;0
2762;0.04;0.278;0
2763;0.06;0.239;0
2764;0.058;0.2;1
2765;0.106;0.261;0
2766;0.07;0.258;0
2767;0.064;0.19;0
2768;0.079;0.275;0
2769;0.03;0.252;0
2770;0.045;0.243;0
2771;0.026;0.358;0
2772;0.036;0.227;0
2773;0.067;0.271;0
2774;0.027;0.393;0
2775;0.034;0.34;0
2776;0.031;0.321;0
2777;0.023;0.235;0
2778;0.047;0.326;0
2779;0.022;0.35;0
2780;0.05;0.325;0
2781;0.028;0.235;0
2782;0.042;0.283;0
2783;0.085;0.17;0
2784;0.092;0.288;0
2785;0.114;0.169;0
2786;0.102;0.364;0
2787;0.038;0.378;0
2788;0.066;0.237;0
2789;0.043;0.214;0
2790;0.088;0.17;0
2791;0.148;0.167;0
2792;0.045;0.329;0
2793;0.038;0.191;0
2794;0.029;0.397;0
2795;0.041;0.196;0
2796;0.061;0.234;0
2797;0.084;0.25;0
2798;0.155;0.321;0
2799;0.044;0.384;0
2800;0.04;0.367;0
2801;0.049;0.283;0
2802;0.019;0.287;0
2803;0.135;0.134;0
2804;0.047;0.45;0
2805;0.04;0.297;0
2806;0.049;0.42;0
2807;0.067;0.208;1
2808;0.015;0.416;0
2809;0.05;0.241;0
2810;0.149;0.189;0
2811;0.057;0.285;0
2812;0.036;0.357;0
2813;0.055;0.292;0
2814;0.11;0.288;0
2815;0.046;0.181;0
2816;0.05;0.198;0
2817;0.037;0.289;0
2818;0.036;0.336;0
2819;0.035;0.322;0
2820;0.064;0.224;0
2821;0.059;0.387;0
2822;0.078;0.314;0
2823;0.037;0.359;0
2824;0.052;0.185;0
2825;0.036;0.353;0
2826;0.133;0.347;1
2827;0.045;0.335;0
2828;0.016;0.352;0
2829;0.087;0.175;0
2830;0.061;0.162;0
2831;0.036;0.227;0
2832;0.082;0.381;0
2833;0.141;0.196;0
2834;0.084;0.256;1
2835;0.035;0.294;0
2836;0.019;0.377;0
2837;0.082;0.188;0
2838;0.019;0.393;0
2839;0.035;0.403;0
2840;0.055;0.255;0
2841;0.061;0.26;0
2842;0.053;0.197;0
2843;0.027;0.243;0
2844;0.047;0.277;0
2845;0.103;0.178;0
2846;0.032;0.287;0
2847;0.042;0.322;0
2848;0.047;0.286;0
2849;0.041;0.224;0
2850;0.083;0.357;0
2851;0.055;0.24;0
2852;0.232;0.196;0
2853;0.05;0.411;0
2854;0.03;0.338;0
2855;0.094;0.099;0
2856;0.037;0.387;0
2857;0.049;0.402;0
2858;0.055;0.386;0
2859;0.038;0.214;0
2860;0.027;0.161;0
2861;0.031;0.141;0
2862;0.06;0.247;0
2863;0.036;0.358;0
2864;0.063;0.265;0
2865;0.094;0.174;0
2866;0.051;0.285;0
2867;0.094;0.293;0
2868;0.04;0.198;0
2869;0.021;0.315;0
2870;0.078;0.249;0
2871;0.058;0.312;0
2872;0.038;0.282;0
2873;0.067;0.228;0
2874;0.114;0.2;0
2875;0.039;0.257;0
2876;0.037;0.263;0
2877;0.05;0.159;0
2878;0.233;0.145;0
2879;0.043;0.26;0
2880;0.058;0.204;0
2881;0.124;0.152;0
2882;0.068;0.391;0
2883;0.048;0.373;0
2884;0.042;0.268;0
2885;0.087;0.2;0
2886;0.053;0.369;0
2887;0.069;0.261;0
2888;0.039;0.347;0
2889;0.02;0.224;0
2890;0.047;0.299;0
2891;0.046;0.223;0
2892;0.042;0.362;0
2893;0.024;0.38;0
2894;0.192;0.211;0
2895;0.152;0.24;0
2896;0.053;0.285;0
2897;0.047;0.355;0
2898;0.056;0.198;0
2899;0.061;0.202;0
2900;0.045;0.255;0
2901;0.038;0.305;0
2902;0.047;0.395;0
2903;0.017;0.374;0
2904;0.072;0.369;0
2905;0.071;0.337;0
2906;0.045;0.29;0
2907;0.031;0.317;0
2908;0.039;0.268;0
2909;0.034;0.42;0
2910;0.047;0.234;0
2911;0.059;0.212;0
2912;0.058;0.312;0
2913;0.028;0.233;0
2914;0.026;0.378;0
2915;0.038;0.136;0
2916;0.017;0.153;0
2917;0.043;0.122;0
2918;0.126;0.204;0
2919;0;0.238;0
2920;0.059;0.185;0
2921;0.04;0.313;0
2922;0.165;0.111;0
2923;0.032;0.254;0
2924;0.023;0.288;0
2925;0.041;0.178;0
2926;0.062;0.299;0
2927;0.026;0.352;0
2928;0.034;0.239;0
2929;0.038;0.37;0
2930;0.03;0.319;0
2931;0.035;0.329;0
2932;0.045;0.345;0
2933;0.037;0.351;0
2934;0.096;0.234;0
2935;0.073;0.225;0
2936;0.113;0.404;0
2937;0.029;0.416;0
2938;0.045;0.256;0
2939;0.017;0.375;0
2940;0.041;0.191;0
2941;0.022;0.351;0
2942;0.085;0.313;0
2943;0.037;0.202;0
2944;0.046;0.125;0
2945;0.044;0.2;1
2946;0.161;0.143;1
2947;0.079;0.271;0
2948;0.086;0.193;0
2949;0.025;0.408;0
2950;0.06;0.302;0
2951;0.067;0.214;1
2952;0.037;0.192;0
2953;0.044;0.348;0
2954;0.07;0.273;0
2955;0.078;0.271;0
2956;0.023;0.382;0
2957;0.029;0.278;0
2958;0.088;0.262;0
2959;0.032;0.237;0
2960;0.069;0.282;0
2961;0.025;0.293;0
2962;0.075;0.196;0
2963;0.039;0.239;0
2964;0.076;0.339;1
2965;0.032;0.374;0
2966;0.055;0.255;0
2967;0.068;0.144;0
2968;0.021;0.437;0
2969;0.023;0.333;0
2970;0.031;0.181;0
2971;0.014;0.394;0
2972;0.024;0.176;0
2973;0.04;0.313;0
2974;0.027;0.307;0
2975;0.09;0.23;0
2976;0.031;0.247;0
2977;0.061;0.23;0
2978;0.114;0.164;0
2979;0.025;0.348;0
2980;0.054;0.291;0
2981;0.032;0.323;0
2982;0.03;0.267;0
2983;0.068;0.252;0
2984;0.079;0.383;0
2985;0.079;0.129;0
2986;0.017;0.251;0
2987;0.051;0.107;0
2988;0.059;0.381;0
2989;0.017;0.38;0
2990;0.036;0.386;0
2991;0.082;0.288;0
2992;0.04;0.278;0
2993;0.114;0.286;0
2994;0.04;0.316;1
2995;0.107;0.245;0
2996;0.02;0.281;0
2997;0.034;0.31;0
2998;0.035;0.183;0
2999;0.073;0.339;0
3000;0.034;0.251;0
3001;0.12;0.175;0
3002;0.023;0.397;0
3003;0.07;0.268;0
3004;0.139;0.356;0
3005;0.046;0.292;0
3006;0.043;0.271;0
3007;0.02;0.236;0
3008;0.065;0.139;0
3009;0.054;0.243;0
3010;0.072;0.185;0
3011;0.045;0.268;0
3012;0.075;0.221;0
3013;0.117;0.185;0
3014;0.022;0.445;0
3015;0.052;0.248;0
3016;0.047;0.259;0
3017;0.028;0.288;0
3018;0.017;0.373;0
3019;0.07;0.243;0
3020;0.103;0.339;0
3021;0.031;0.382;0
3022;0.063;0.223;0
3023;0.039;0.326;0
3024;0.032;0.145;0
3025;0.051;0.289;0
3026;0.017;0.346;0
3027;0.02;0.367;0
3028;0.031;0.348;0
3029;0.045;0.2;0
3030;0.052;0.344;0
3031;0.041;0.178;0
3032;0.029;0.241;0
3033;0.023;0.248;0
3034;0.023;0.382;0
3035;0.054;0.244;0
3036;0.029;0.307;0
3037;0.046;0.227;0
3038;0.066;0.331;0
3039;0.047;0.423;0
3040;0.054;0.379;0
3041;0.034;0.331;0
3042;0.023;0.364;0
3043;0.029;0.279;0
3044;0.013;0.222;0
3045;0.035;0.278;0
3046;0.02;0.36;0
3047;0.054;0.235;0
3048;0.027;0.263;0
3049;0.023;0.311;0
3050;0.084;0.287;1
3051;0.086;0.192;0
3052;0.062;0.153;0
3053;0.06;0.238;0
3054;0.032;0.323;0
3055;0.064;0.23;0
3056;0.068;0.226;0
3057;0.031;0.303;0
3058;0;0.382;0
3059;0.022;0.349;0
3060;0.031;0.184;0
3061;0.037;0.331;0
3062;0.163;0.318;0
3063;0.032;0.228;0
3064;0.087;0.302;0
3065;0.021;0.257;0
3066;0.039;0.356;0
3067;0.121;0.216;0
3068;0.026;0.306;0
3069;0.1;0.218;0
3070;0.07;0.198;0
3071;0.023;0.389;0
3072;0.021;0.302;0
3073;0.049;0.34;0
3074;0.019;0.354;0
3075;0.085;0.232;0
3076;0.053;0.286;0
3077;0.099;0.237;0
3078;0.029;0.358;0
3079;0.027;0.36;0
3080;0.069;0.316;0
3081;0.08;0.311;0
3082;0.034;0.222;0
3083;0.059;0.306;0
3084;0.024;0.421;0
3085;0.039;0.22;0
3086;0.054;0.276;0
3087;0.07;0.169;0
3088;0.046;0.284;0
3089;0.06;0.191;0
3090;0.04;0.2;0
3091;0.078;0.287;0
3092;0.045;0.332;0
3093;0.047;0.266;0
3094;0.015;0.327;0
3095;0.029;0.256;0
3096;0.031;0.31;0
3097;0.062;0.182;0
3098;0.054;0.278;0
3099;0.05;0.245;0
3100;0.068;0.275;0
3101;0.058;0.349;0
3102;0.114;0.337;0
3103;0.045;0.403;0
3104;0.06;0.305;0
3105;0.027;0.378;0
3106;0.027;0.174;0
3107;0.051;0.383;0
3108;0.023;0.339;0
3109;0.075;0.169;0
3110;0.048;0.27;0
3111;0.038;0.354;0
3112;0.071;0.195;0
3113;0.029;0.312;0
3114;0.023;0.2;0
3115;0.063;0.313;0
3116;0.024;0.34;0
3117;0.018;0.206;0
3118;0.035;0.175;0
3119;0.025;0.171;0
3120;0.035;0.24;0
3121;0.031;0.347;0
3122;0.039;0.428;0
3123;0.04;0.289;0
3124;0.047;0.37;0
3125;0.061;0.176;0
3126;0.113;0.343;0
3127;0.059;0.199;0
3128;0.061;0.187;0
3129;0.057;0.19;0
3130;0.021;0.414;0
3131;0.023;0.369;0
3132;0.103;0.271;0
3133;0.061;0.195;0
3134;0.108;0.254;0
3135;0.051;0.245;0
3136;0.061;0.252;0
3137;0.09;0.265;0
3138;0.035;0.365;0
3139;0.102;0.256;1
3140;0.032;0.252;0
3141;0.031;0.431;0
3142;0.031;0.331;0
3143;0.041;0.219;0
3144;0.049;0.255;0
3145;0.041;0.264;0
3146;0.023;0.343;0
3147;0.031;0.25;0
3148;0.041;0.348;0
3149;0.079;0.157;0
3150;0.067;0.269;0
3151;0.059;0.305;0
3152;0.027;0.281;0
3153;0.013;0.317;0
3154;0.027;0.277;0
3155;0.026;0.306;0
3156;0.046;0.188;0
3157;0.061;0.293;0
3158;0.027;0.196;0
3159;0.039;0.356;0
3160;0.032;0.273;0
3161;0.039;0.391;0
3162;0.056;0.233;0
3163;0.032;0.279;0
3164;0.079;0.336;0
3165;0.02;0.392;0
3166;0.044;0.117;0
3167;0.056;0.157;0
3168;0.052;0.238;0
3169;0.033;0.283;0
3170;0.04;0.312;0
3171;0.039;0.282;0
3172;0.096;0.343;0
3173;0.04;0.294;0
3174;0.075;0.098;0
3175;0.06;0.275;0
3176;0.031;0.386;0
3177;0.06;0.307;0
3178;0.038;0.169;1
3179;0.102;0.328;0
3180;0.043;0.196;0
3181;0.056;0.38;0
3182;0.038;0.322;0
3183;0.057;0.195;0
3184;0.041;0.203;0
3185;0.031;0.242;0
3186;0.042;0.132;0
3187;0.101;0.093;0
3188;0.054;0.432;0
3189;0.019;0.421;0
3190;0.04;0.36;0
3191;0.033;0.349;0
3192;0.249;0.312;0
3193;0.027;0.375;0
3194;0.052;0.211;0
3195;0.048;0.303;0
3196;0.037;0.204;0
3197;0.034;0.329;0
3198;0.093;0.165;0
3199;0.063;0.339;0
3200;0.034;0.277;0
3201;0.045;0.161;0
3202;0.025;0.338;0
3203;0.046;0.366;0
3204;0.035;0.232;0
3205;0.076;0.263;0
3206;0.021;0.325;0
3207;0.124;0.294;1
3208;0.054;0.222;0
3209;0.076;0.274;0
3210;0.044;0.361;0
3211;0.037;0.323;0
3212;0.025;0.21;0
3213;0.117;0.148;0
3214;0.031;0.263;0
3215;0.027;0.257;0
3216;0.116;0.329;0
3217;0.051;0.216;0
3218;0.048;0.235;0
3219;0.049;0.234;0
3220;0.058;0.347;0
3221;0.169;0.253;0
3222;0.045;0.187;1
3223;0.14;0.238;0
3224;0.049;0.315;0
3225;0.033;0.172;0
3226;0.05;0.404;0
3227;0.05;0.225;0
3228;0.064;0.202;0
3229;0.086;0.192;0
3230;0.025;0.385;0
3231;0.097;0.345;1
3232;0.04;0.287;0
3233;0.026;0.39;0
3234;0.048;0.272;0
3235;0.108;0.085;0
3236;0.033;0.394;0
3237;0.04;0.272;0
3238;0.047;0.361;0
3239;0.082;0.138;0
3240;0.06;0.254;0
3241;0.082;0.303;0
3242;0.106;0.219;0
3243;0.044;0.45;0
3244;0.034;0.33;0
3245;0.035;0.4;0
3246;0.088;0.191;1
3247;0.037;0.339;0
3248;0.03;0.339;0
3249;0.063;0.347;0
3250;0.026;0.406;0
3251;0.044;0.354;0
3252;0.17;0.108;1
3253;0.028;0.347;0
3254;0.027;0.319;0
3255;0.038;0.388;0
3256;0.024;0.296;0
3257;0.042;0.343;0
3258;0.049;0.379;0
3259;0.074;0.286;0
3260;0.026;0.3;0
3261;0.03;0.358;0
3262;0.036;0.277;0
3263;0.041;0.264;0
3264;0.034;0.307;0
3265;0.047;0.253;0
3266;0.034;0.396;0
3267;0.082;0.153;0
3268;0.056;0.283;0
3269;0.172;0.216;0
3270;0.045;0.198;1
3271;0.04;0.22;0
3272;0.046;0.31;0
3273;0.055;0.304;0
3274;0.039;0.274;0
3275;0.04;0.305;0
3276;0.072;0.348;0
3277;0.03;0.133;0
3278;0.063;0.197;0
3279;0.028;0.194;0
3280;0.029;0.345;0
3281;0.024;0.335;0
3282;0.025;0.258;0
3283;0.025;0.209;0
3284;0.03;0.275;0
3285;0.032;0.257;0
3286;0.063;0.356;0
3287;0.033;0.301;0
3288;0.034;0.348;0
3289;0.079;0.271;0
3290;0.025;0.261;0
3291;0.032;0.328;0
3292;0.055;0.376;0
3293;0.038;0.236;0
3294;0.067;0.239;0
3295;0.021;0.377;0
3296;0.058;0.299;0
3297;0.13;0.157;0
3298;0.026;0.17;0
3299;0.037;0.377;0
3300;0.016;0.279;0
3301;0.05;0.271;0
3302;0.047;0.198;0
